ticker,date,open,high,low,close,volume
APOLLOHOSP,2023-10-03 05:30:00,5138.95,5154.95,5066.0,5118.95,268482
APOLLOHOSP,2023-10-04 05:30:00,5085.0,5096.85,4982.3,5047.4,442482
APOLLOHOSP,2023-10-05 05:30:00,5054.95,5079.85,5026.65,5047.05,363289
APOLLOHOSP,2023-10-06 05:30:00,5050.0,5084.0,5028.8,5060.25,407753
APOLLOHOSP,2023-10-09 05:30:00,5000.0,5066.0,4987.05,5047.3,176296
APOLLOHOSP,2023-10-10 05:30:00,5068.95,5084.55,5033.0,5066.7,202645
APOLLOHOSP,2023-10-11 05:30:00,5072.95,5140.0,5065.0,5092.85,336099
APOLLOHOSP,2023-10-12 05:30:00,5092.8,5113.95,4871.7,4993.85,1029595
APOLLOHOSP,2023-10-13 05:30:00,4988.95,5029.1,4933.75,5017.3,410013
APOLLOHOSP,2023-10-16 05:30:00,5030.0,5049.45,4986.4,5021.7,259806
APOLLOHOSP,2023-10-17 05:30:00,5050.0,5068.0,5012.2,5028.8,217907
APOLLOHOSP,2023-10-18 05:30:00,5021.0,5039.95,4938.45,4977.25,341459
APOLLOHOSP,2023-10-19 05:30:00,4977.25,5019.95,4935.15,4997.05,231958
APOLLOHOSP,2023-10-20 05:30:00,4990.1,4999.95,4940.5,4977.55,252447
APOLLOHOSP,2023-10-23 05:30:00,4977.0,5010.55,4944.15,4969.55,363474
APOLLOHOSP,2023-10-25 05:30:00,4960.0,4971.35,4831.5,4859.9,894230
APOLLOHOSP,2023-10-26 05:30:00,4859.9,4859.9,4726.0,4760.3,836962
APOLLOHOSP,2023-10-27 05:30:00,4779.95,4860.55,4776.8,4830.2,333727
APOLLOHOSP,2023-10-30 05:30:00,4840.0,4868.4,4783.05,4841.75,234759
APOLLOHOSP,2023-10-31 05:30:00,4832.0,4899.65,4805.2,4819.9,276660
APOLLOHOSP,2023-11-01 05:30:00,4835.0,4856.0,4790.0,4796.55,281746
APOLLOHOSP,2023-11-02 05:30:00,4837.8,4895.0,4810.2,4887.0,214035
APOLLOHOSP,2023-11-03 05:30:00,4950.75,5165.5,4937.05,5153.2,1262458
APOLLOHOSP,2023-11-06 05:30:00,5141.05,5228.0,5127.5,5164.95,399720
APOLLOHOSP,2023-11-07 05:30:00,5150.0,5181.95,5121.05,5136.85,222204
APOLLOHOSP,2023-11-08 05:30:00,5135.0,5153.65,5087.45,5110.95,400498
APOLLOHOSP,2023-11-09 05:30:00,5147.5,5313.0,5122.05,5297.6,1032216
APOLLOHOSP,2023-11-10 05:30:00,5300.0,5338.0,5218.65,5278.5,696409
APOLLOHOSP,2023-11-12 05:30:00,5300.0,5300.0,5265.0,5275.55,18707
APOLLOHOSP,2023-11-13 05:30:00,5250.0,5279.0,5200.2,5220.65,150128
APOLLOHOSP,2023-11-15 05:30:00,5283.85,5295.0,5207.0,5224.95,356675
APOLLOHOSP,2023-11-16 05:30:00,5224.0,5368.0,5201.75,5338.75,449045
APOLLOHOSP,2023-11-17 05:30:00,5332.2,5493.35,5306.15,5478.95,735541
APOLLOHOSP,2023-11-20 05:30:00,5475.0,5595.0,5455.05,5473.95,526567
