ticker,date,open,high,low,close,volume
BAJFINANCE,2023-10-03 05:30:00,7780.8,7975.5,7755.0,7967.6,944555
BAJFINANCE,2023-10-04 05:30:00,8025.0,8043.0,7820.0,7854.05,1176384
BAJFINANCE,2023-10-05 05:30:00,7914.85,7914.85,7826.9,7850.9,795061
BAJFINANCE,2023-10-06 05:30:00,7850.0,8192.0,7845.0,8168.55,2145034
BAJFINANCE,2023-10-09 05:30:00,8102.05,8135.0,8018.0,8027.7,747800
BAJFINANCE,2023-10-10 05:30:00,8055.0,8135.0,8021.0,8083.6,965024
BAJFINANCE,2023-10-11 05:30:00,8139.8,8173.0,8095.45,8101.95,712372
BAJFINANCE,2023-10-12 05:30:00,8125.0,8127.0,8003.0,8014.3,764092
BAJFINANCE,2023-10-13 05:30:00,7999.55,8082.9,7956.05,8051.65,662282
BAJFINANCE,2023-10-16 05:30:00,8044.3,8069.0,7982.65,8036.0,438246
BAJFINANCE,2023-10-17 05:30:00,8080.0,8159.0,8057.55,8093.0,838283
BAJFINANCE,2023-10-18 05:30:00,8050.0,8084.6,7850.0,7866.55,1544642
BAJFINANCE,2023-10-19 05:30:00,7843.3,7923.0,7731.0,7841.55,1061453
BAJFINANCE,2023-10-20 05:30:00,7810.0,7832.35,7722.5,7769.2,771153
BAJFINANCE,2023-10-23 05:30:00,7800.0,7884.9,7761.35,7798.9,882230
BAJFINANCE,2023-10-25 05:30:00,7798.9,7856.95,7676.0,7694.45,708774
BAJFINANCE,2023-10-26 05:30:00,7625.1,7656.0,7401.2,7421.8,1324630
BAJFINANCE,2023-10-27 05:30:00,7509.95,7549.0,7416.6,7507.2,911944
BAJFINANCE,2023-10-30 05:30:00,7505.8,7526.85,7352.5,7503.05,799276
BAJFINANCE,2023-10-31 05:30:00,7569.8,7579.7,7460.5,7492.65,749410
BAJFINANCE,2023-11-01 05:30:00,7520.0,7549.0,7457.65,7471.9,462778
BAJFINANCE,2023-11-02 05:30:00,7530.0,7615.0,7411.2,7449.1,855030
BAJFINANCE,2023-11-03 05:30:00,7528.0,7537.95,7372.45,7411.5,1138755
BAJFINANCE,2023-11-06 05:30:00,7456.0,7571.95,7442.6,7562.05,634043
BAJFINANCE,2023-11-07 05:30:00,7640.0,7640.0,7446.0,7495.6,1563007
BAJFINANCE,2023-11-08 05:30:00,7527.0,7536.0,7406.65,7459.95,916717
BAJFINANCE,2023-11-09 05:30:00,7485.0,7485.0,7366.7,7386.7,771791
BAJFINANCE,2023-11-10 05:30:00,7370.0,7454.0,7346.45,7444.8,496261
BAJFINANCE,2023-11-12 05:30:00,7470.05,7498.0,7447.05,7456.9,79745
BAJFINANCE,2023-11-13 05:30:00,7447.8,7450.0,7319.0,7360.85,732240
BAJFINANCE,2023-11-15 05:30:00,7439.4,7476.2,7119.15,7224.3,1923440
BAJFINANCE,2023-11-16 05:30:00,6944.55,7380.7,6931.25,7362.45,4557043
BAJFINANCE,2023-11-17 05:30:00,7140.5,7260.0,7108.05,7221.0,2080034
BAJFINANCE,2023-11-20 05:30:00,7151.0,7239.0,7050.1,7068.6,1902940
BAJFINANCE,2023-11-21 05:30:00,7085.0,7128.85,7030.0,7103.15,1666225
BAJFINANCE,2023-11-22 05:30:00,7086.45,7177.85,7065.5,7128.35,1041404
BAJFINANCE,2023-11-23 05:30:00,7135.0,7160.0,7056.0,7073.65,606158
BAJFINANCE,2023-11-24 05:30:00,7108.0,7116.8,7011.0,7020.8,726499
BAJFINANCE,2023-11-28 05:30:00,7035.0,7135.0,7029.9,7127.55,728158
BAJFINANCE,2023-11-29 05:30:00,7134.0,7168.6,7114.05,7130.1,682430
BAJFINANCE,2023-11-30 05:30:00,7132.0,7163.6,7085.65,7121.9,1271934
BAJFINANCE,2023-12-01 05:30:00,7160.0,7279.85,7142.0,7259.35,900477
BAJFINANCE,2023-12-04 05:30:00,7340.0,7420.0,7315.05,7407.65,1101426
BAJFINANCE,2023-12-05 05:30:00,7430.0,7440.0,7320.05,7349.8,1522242
BAJFINANCE,2023-12-06 05:30:00,7390.0,7459.0,7365.05,7427.1,701800
BAJFINANCE,2023-12-07 05:30:00,7390.0,7440.0,7326.0,7391.2,668862
BAJFINANCE,2023-12-08 05:30:00,7390.55,7398.1,7274.0,7307.6,1144388
BAJFINANCE,2023-12-11 05:30:00,7325.0,7352.7,7270.05,7292.75,590055
BAJFINANCE,2023-12-12 05:30:00,7280.0,7354.0,7280.0,7314.55,633312
BAJFINANCE,2023-12-13 05:30:00,7299.85,7304.5,7207.0,7258.0,682955
BAJFINANCE,2023-12-14 05:30:00,7368.5,7511.25,7300.1,7474.2,1729567
BAJFINANCE,2023-12-15 05:30:00,7528.85,7528.9,7445.0,7515.05,1173938
BAJFINANCE,2023-12-18 05:30:00,7548.0,7610.0,7526.0,7587.6,1082798
BAJFINANCE,2023-12-19 05:30:00,7641.0,7641.6,7535.0,7632.65,791408
BAJFINANCE,2023-12-20 05:30:00,7650.0,7695.0,7460.15,7493.95,874546
BAJFINANCE,2023-12-21 05:30:00,7426.6,7477.0,7305.5,7367.15,913082
BAJFINANCE,2023-12-22 05:30:00,7418.95,7440.0,7243.0,7295.3,1129485
BAJFINANCE,2023-12-26 05:30:00,7325.0,7344.0,7145.25,7162.3,1225844
BAJFINANCE,2023-12-27 05:30:00,7219.9,7323.4,7190.9,7232.8,1605279
BAJFINANCE,2023-12-28 05:30:00,7275.0,7290.0,7200.0,7258.65,1856064
BAJFINANCE,2023-12-29 05:30:00,7231.65,7343.0,7205.15,7327.75,912802
BAJFINANCE,2024-01-01 05:30:00,7336.95,7336.95,7273.0,7299.05,331489
BAJFINANCE,2024-01-02 05:30:00,7324.0,7445.1,7280.05,7430.05,1112990
BAJFINANCE,2024-01-03 05:30:00,7444.95,7485.85,7368.2,7384.8,553405
BAJFINANCE,2024-01-04 05:30:00,7560.0,7733.95,7560.0,7705.55,2911879
BAJFINANCE,2024-01-05 05:30:00,7734.95,7789.0,7673.1,7711.15,1052601
BAJFINANCE,2024-01-08 05:30:00,7677.0,7830.0,7631.3,7736.0,1121209
BAJFINANCE,2024-01-09 05:30:00,7774.0,7810.0,7698.0,7725.45,1247083
BAJFINANCE,2024-01-10 05:30:00,7716.0,7735.25,7660.0,7680.55,559072
BAJFINANCE,2024-01-11 05:30:00,7680.0,7793.3,7651.05,7669.75,651741
