ticker,date,open,high,low,close,volume,sector
SBILIFE,2023-10-03 05:30:00,1302.15,1302.15,1282.65,1292.45,1282289,Financial Services
SBILIFE,2023-10-04 05:30:00,1291.6,1297.7,1264.35,1270.55,1139615,Financial Services
SBILIFE,2023-10-05 05:30:00,1271.0,1282.1,1264.95,1274.45,979561,Financial Services
SBILIFE,2023-10-06 05:30:00,1276.0,1287.55,1272.0,1282.95,784191,Financial Services
SBILIFE,2023-10-09 05:30:00,1278.1,1290.75,1272.0,1277.25,1345177,Financial Services
SBILIFE,2023-10-10 05:30:00,1285.0,1312.6,1279.8,1302.05,1221002,Financial Services
SBILIFE,2023-10-11 05:30:00,1310.0,1310.95,1291.15,1309.35,1374812,Financial Services
SBILIFE,2023-10-12 05:30:00,1311.95,1317.4,1300.95,1313.65,726322,Financial Services
SBILIFE,2023-10-13 05:30:00,1315.85,1329.65,1312.85,1316.45,916350,Financial Services
SBILIFE,2023-10-16 05:30:00,1319.2,1332.2,1310.55,1322.2,578729,Financial Services
SBILIFE,2023-10-17 05:30:00,1325.0,1351.1,1325.0,1348.35,1073063,Financial Services
SBILIFE,2023-10-18 05:30:00,1344.05,1358.6,1339.0,1356.35,454861,Financial Services
SBILIFE,2023-10-19 05:30:00,1349.0,1353.6,1338.6,1348.15,595436,Financial Services
SBILIFE,2023-10-20 05:30:00,1340.0,1368.65,1336.5,1362.65,936229,Financial Services
SBILIFE,2023-10-23 05:30:00,1359.95,1366.55,1329.05,1338.4,976136,Financial Services
SBILIFE,2023-10-25 05:30:00,1323.05,1346.1,1308.65,1314.15,945901,Financial Services
SBILIFE,2023-10-26 05:30:00,1315.8,1315.8,1290.75,1305.6,1107874,Financial Services
SBILIFE,2023-10-27 05:30:00,1307.6,1320.7,1293.65,1302.9,654531,Financial Services
SBILIFE,2023-10-30 05:30:00,1305.2,1330.7,1305.0,1326.2,1242401,Financial Services
SBILIFE,2023-10-31 05:30:00,1325.0,1375.4,1319.5,1367.85,2287988,Financial Services
SBILIFE,2023-11-01 05:30:00,1371.05,1377.95,1332.4,1336.05,968893,Financial Services
SBILIFE,2023-11-02 05:30:00,1342.0,1357.75,1340.15,1343.5,637519,Financial Services
SBILIFE,2023-11-03 05:30:00,1344.8,1349.95,1326.1,1329.35,690163,Financial Services
SBILIFE,2023-11-06 05:30:00,1335.0,1340.7,1323.4,1331.85,377106,Financial Services
SBILIFE,2023-11-07 05:30:00,1332.5,1344.05,1320.4,1340.85,1038346,Financial Services
SBILIFE,2023-11-08 05:30:00,1342.15,1349.35,1334.7,1345.5,498283,Financial Services
SBILIFE,2023-11-09 05:30:00,1345.1,1353.35,1335.45,1350.7,493454,Financial Services
SBILIFE,2023-11-10 05:30:00,1351.8,1360.0,1341.0,1355.4,639801,Financial Services
SBILIFE,2023-11-12 05:30:00,1364.5,1370.5,1353.1,1358.85,67960,Financial Services
SBILIFE,2023-11-13 05:30:00,1351.5,1359.7,1325.0,1328.35,1332535,Financial Services
SBILIFE,2023-11-15 05:30:00,1348.95,1359.0,1332.05,1357.1,742427,Financial Services
SBILIFE,2023-11-16 05:30:00,1362.75,1365.1,1348.05,1359.95,577249,Financial Services
SBILIFE,2023-11-17 05:30:00,1354.0,1434.45,1354.0,1413.95,3192944,Financial Services
SBILIFE,2023-11-20 05:30:00,1413.95,1420.0,1383.0,1385.3,726211,Financial Services
SBILIFE,2023-11-21 05:30:00,1389.0,1425.15,1387.1,1423.65,2049132,Financial Services
SBILIFE,2023-11-22 05:30:00,1425.0,1438.55,1417.35,1430.1,865655,Financial Services
SBILIFE,2023-11-23 05:30:00,1430.1,1434.4,1406.35,1410.95,549853,Financial Services
SBILIFE,2023-11-24 05:30:00,1414.0,1418.95,1401.05,1409.7,387896,Financial Services
SBILIFE,2023-11-28 05:30:00,1409.8,1417.3,1393.1,1412.45,1123470,Financial Services
SBILIFE,2023-11-29 05:30:00,1415.45,1421.8,1406.0,1407.85,887709,Financial Services
SBILIFE,2023-11-30 05:30:00,1410.0,1444.2,1409.05,1435.25,3027395,Financial Services
SBILIFE,2023-12-01 05:30:00,1438.05,1445.0,1420.1,1423.65,808841,Financial Services
SBILIFE,2023-12-04 05:30:00,1439.9,1458.7,1415.0,1454.0,2078827,Financial Services
SBILIFE,2023-12-05 05:30:00,1454.0,1472.1,1443.0,1460.95,1932719,Financial Services
SBILIFE,2023-12-06 05:30:00,1462.0,1462.95,1445.15,1450.7,724418,Financial Services
SBILIFE,2023-12-07 05:30:00,1456.85,1483.45,1450.1,1455.75,1244939,Financial Services
SBILIFE,2023-12-08 05:30:00,1455.0,1469.55,1451.55,1465.2,1654799,Financial Services
SBILIFE,2023-12-11 05:30:00,1465.2,1468.3,1455.0,1460.6,731571,Financial Services
SBILIFE,2023-12-12 05:30:00,1464.5,1491.9,1459.95,1481.45,1763549,Financial Services
SBILIFE,2023-12-13 05:30:00,1483.15,1483.15,1460.0,1466.8,2279728,Financial Services
SBILIFE,2023-12-14 05:30:00,1473.0,1477.6,1454.95,1469.85,2953215,Financial Services
SBILIFE,2023-12-15 05:30:00,1474.0,1485.0,1448.6,1452.5,1482700,Financial Services
SBILIFE,2023-12-18 05:30:00,1452.5,1461.4,1441.65,1446.95,1580916,Financial Services
SBILIFE,2023-12-19 05:30:00,1444.95,1448.0,1419.05,1424.55,1282514,Financial Services
SBILIFE,2023-12-20 05:30:00,1437.0,1437.0,1404.05,1409.25,1151553,Financial Services
SBILIFE,2023-12-21 05:30:00,1401.5,1410.3,1379.95,1403.75,1841616,Financial Services
SBILIFE,2023-12-22 05:30:00,1414.0,1417.7,1387.05,1394.3,1111420,Financial Services
SBILIFE,2023-12-26 05:30:00,1400.0,1409.15,1387.65,1395.3,875367,Financial Services
SBILIFE,2023-12-27 05:30:00,1405.0,1424.0,1399.1,1421.35,718369,Financial Services
SBILIFE,2023-12-28 05:30:00,1428.5,1444.95,1419.2,1435.3,1446654,Financial Services
SBILIFE,2023-12-29 05:30:00,1433.0,1435.25,1421.05,1432.6,383858,Financial Services
SBILIFE,2024-01-01 05:30:00,1435.85,1437.6,1425.95,1432.1,158288,Financial Services
SBILIFE,2024-01-02 05:30:00,1437.0,1449.7,1421.75,1437.65,691712,Financial Services
SBILIFE,2024-01-03 05:30:00,1430.0,1440.9,1415.6,1422.7,550221,Financial Services
SBILIFE,2024-01-04 05:30:00,1420.8,1436.6,1415.0,1431.6,938454,Financial Services
SBILIFE,2024-01-05 05:30:00,1435.9,1468.0,1433.7,1454.15,1258280,Financial Services
SBILIFE,2024-01-08 05:30:00,1454.15,1460.1,1416.4,1421.05,738502,Financial Services
SBILIFE,2024-01-09 05:30:00,1429.0,1468.25,1421.0,1449.35,1871763,Financial Services
SBILIFE,2024-01-10 05:30:00,1454.95,1495.35,1448.0,1451.45,2547856,Financial Services
