ticker,date,open,high,low,close,volume,sector
EICHERMOT,2023-10-03 05:30:00,3426.9,3434.95,3302.9,3351.4,1354075,Automobile
EICHERMOT,2023-10-04 05:30:00,3350.0,3408.95,3323.75,3400.9,566983,Automobile
EICHERMOT,2023-10-05 05:30:00,3405.5,3453.9,3387.05,3443.6,394665,Automobile
EICHERMOT,2023-10-06 05:30:00,3443.6,3464.45,3438.35,3450.4,249258,Automobile
EICHERMOT,2023-10-09 05:30:00,3420.2,3476.0,3401.0,3445.6,471285,Automobile
EICHERMOT,2023-10-10 05:30:00,3450.45,3474.0,3449.05,3458.75,206646,Automobile
EICHERMOT,2023-10-11 05:30:00,3482.0,3494.1,3461.4,3486.6,343468,Automobile
EICHERMOT,2023-10-12 05:30:00,3490.0,3534.95,3476.45,3494.2,644992,Automobile
EICHERMOT,2023-10-13 05:30:00,3481.0,3500.0,3441.0,3476.4,280442,Automobile
EICHERMOT,2023-10-16 05:30:00,3462.1,3503.0,3462.1,3486.6,147663,Automobile
EICHERMOT,2023-10-17 05:30:00,3505.0,3522.8,3487.0,3500.85,260333,Automobile
EICHERMOT,2023-10-18 05:30:00,3500.85,3546.85,3482.1,3496.1,368551,Automobile
EICHERMOT,2023-10-19 05:30:00,3480.0,3534.0,3460.35,3501.2,353664,Automobile
EICHERMOT,2023-10-20 05:30:00,3500.0,3500.15,3465.6,3480.9,216268,Automobile
EICHERMOT,2023-10-23 05:30:00,3467.1,3492.9,3425.85,3446.35,211293,Automobile
EICHERMOT,2023-10-25 05:30:00,3435.1,3446.25,3368.8,3384.4,354128,Automobile
EICHERMOT,2023-10-26 05:30:00,3370.0,3375.0,3310.0,3326.8,428619,Automobile
EICHERMOT,2023-10-27 05:30:00,3326.8,3410.0,3326.8,3394.85,293097,Automobile
EICHERMOT,2023-10-30 05:30:00,3403.0,3426.0,3336.2,3357.65,257392,Automobile
EICHERMOT,2023-10-31 05:30:00,3366.55,3367.0,3287.2,3295.55,409346,Automobile
EICHERMOT,2023-11-01 05:30:00,3309.8,3315.1,3275.0,3282.25,325630,Automobile
EICHERMOT,2023-11-02 05:30:00,3285.0,3345.0,3284.2,3338.3,493381,Automobile
EICHERMOT,2023-11-03 05:30:00,3360.0,3458.15,3353.0,3428.0,568463,Automobile
EICHERMOT,2023-11-06 05:30:00,3454.9,3543.45,3437.45,3510.95,722080,Automobile
EICHERMOT,2023-11-07 05:30:00,3480.1,3538.95,3480.1,3509.05,335436,Automobile
EICHERMOT,2023-11-08 05:30:00,3510.0,3565.0,3505.85,3550.3,393482,Automobile
EICHERMOT,2023-11-09 05:30:00,3545.3,3596.4,3526.1,3541.9,538782,Automobile
EICHERMOT,2023-11-10 05:30:00,3540.0,3565.0,3502.1,3540.75,259237,Automobile
EICHERMOT,2023-11-12 05:30:00,3590.0,3611.55,3570.0,3579.3,113586,Automobile
EICHERMOT,2023-11-13 05:30:00,3590.0,3675.0,3586.0,3645.4,875885,Automobile
EICHERMOT,2023-11-15 05:30:00,3689.0,3860.0,3672.1,3848.3,1914550,Automobile
EICHERMOT,2023-11-16 05:30:00,3848.05,3873.0,3813.15,3836.75,755583,Automobile
EICHERMOT,2023-11-17 05:30:00,3824.9,3898.0,3816.9,3865.3,476357,Automobile
EICHERMOT,2023-11-20 05:30:00,3850.55,3898.9,3824.0,3846.45,249897,Automobile
EICHERMOT,2023-11-21 05:30:00,3865.0,3865.6,3826.05,3844.2,260475,Automobile
EICHERMOT,2023-11-22 05:30:00,3830.1,3854.4,3805.0,3833.8,286194,Automobile
EICHERMOT,2023-11-23 05:30:00,3836.55,3915.0,3833.0,3883.8,764501,Automobile
EICHERMOT,2023-11-24 05:30:00,3895.7,3920.0,3842.05,3849.05,266314,Automobile
EICHERMOT,2023-11-28 05:30:00,3855.95,3892.15,3777.75,3826.7,505274,Automobile
EICHERMOT,2023-11-29 05:30:00,3852.0,3852.0,3791.0,3812.25,414180,Automobile
EICHERMOT,2023-11-30 05:30:00,3857.95,3920.0,3828.05,3896.9,1338711,Automobile
EICHERMOT,2023-12-01 05:30:00,3922.0,3950.0,3882.05,3891.2,683211,Automobile
EICHERMOT,2023-12-04 05:30:00,3950.0,4200.0,3916.0,4180.35,2824695,Automobile
EICHERMOT,2023-12-05 05:30:00,4181.0,4195.25,4100.0,4136.5,1045885,Automobile
EICHERMOT,2023-12-06 05:30:00,4088.05,4127.95,4025.0,4047.0,941566,Automobile
EICHERMOT,2023-12-07 05:30:00,4050.0,4135.0,4048.0,4091.0,699553,Automobile
EICHERMOT,2023-12-08 05:30:00,4100.0,4112.4,4028.8,4055.0,334252,Automobile
EICHERMOT,2023-12-11 05:30:00,4055.0,4068.9,4010.0,4025.65,534584,Automobile
EICHERMOT,2023-12-12 05:30:00,4047.45,4047.45,3936.15,3951.75,981121,Automobile
EICHERMOT,2023-12-13 05:30:00,3969.0,4044.95,3957.95,4032.75,707209,Automobile
EICHERMOT,2023-12-14 05:30:00,4058.0,4100.0,4045.0,4086.15,922658,Automobile
EICHERMOT,2023-12-15 05:30:00,4099.7,4135.3,4045.0,4059.9,954933,Automobile
EICHERMOT,2023-12-18 05:30:00,4076.0,4165.0,4068.5,4085.5,886620,Automobile
EICHERMOT,2023-12-19 05:30:00,4094.8,4109.55,4022.4,4039.65,328368,Automobile
EICHERMOT,2023-12-20 05:30:00,4074.75,4132.45,3891.7,3912.4,557214,Automobile
EICHERMOT,2023-12-21 05:30:00,3900.0,4007.9,3847.55,3957.95,445648,Automobile
EICHERMOT,2023-12-22 05:30:00,3983.0,4016.95,3948.2,4006.05,309907,Automobile
