ticker,date,open,high,low,close,volume,sector
TATASTEEL,2023-10-03 05:30:00,129.0,129.1,127.25,128.0,18613557,Materials
TATASTEEL,2023-10-04 05:30:00,127.0,127.1,124.5,125.3,33272725,Materials
TATASTEEL,2023-10-05 05:30:00,125.9,126.15,124.55,125.25,27063441,Materials
TATASTEEL,2023-10-06 05:30:00,126.5,127.0,125.1,125.9,21928671,Materials
TATASTEEL,2023-10-09 05:30:00,124.8,124.9,122.6,123.85,21457836,Materials
TATASTEEL,2023-10-10 05:30:00,124.7,125.9,123.75,125.3,28745957,Materials
TATASTEEL,2023-10-11 05:30:00,126.0,126.3,124.7,124.95,24455932,Materials
TATASTEEL,2023-10-12 05:30:00,125.35,126.9,125.1,125.9,19361688,Materials
TATASTEEL,2023-10-13 05:30:00,125.0,125.75,124.0,125.05,26912800,Materials
TATASTEEL,2023-10-16 05:30:00,125.1,127.25,124.95,127.0,23868700,Materials
TATASTEEL,2023-10-17 05:30:00,127.9,128.55,127.0,127.4,24241710,Materials
TATASTEEL,2023-10-18 05:30:00,127.85,128.7,126.6,127.1,20926079,Materials
TATASTEEL,2023-10-19 05:30:00,125.5,126.5,124.35,126.0,30941319,Materials
TATASTEEL,2023-10-20 05:30:00,125.0,125.75,122.7,123.1,30746140,Materials
TATASTEEL,2023-10-23 05:30:00,123.35,123.4,119.7,120.0,30699479,Materials
TATASTEEL,2023-10-25 05:30:00,121.2,122.8,120.75,121.35,27346103,Materials
TATASTEEL,2023-10-26 05:30:00,120.85,120.9,118.9,119.9,36298907,Materials
TATASTEEL,2023-10-27 05:30:00,120.5,121.8,119.5,119.9,28424007,Materials
TATASTEEL,2023-10-30 05:30:00,121.05,121.25,118.95,119.15,18753217,Materials
TATASTEEL,2023-10-31 05:30:00,120.0,120.15,118.4,118.75,22319950,Materials
TATASTEEL,2023-11-01 05:30:00,119.0,119.1,116.0,116.6,24717941,Materials
TATASTEEL,2023-11-02 05:30:00,114.6,118.55,114.6,118.1,72538804,Materials
TATASTEEL,2023-11-03 05:30:00,118.2,118.6,117.1,117.3,31747230,Materials
TATASTEEL,2023-11-06 05:30:00,118.5,119.65,117.5,119.4,27883152,Materials
