ticker,date,open,high,low,close,volume,sector
TECHM,2023-10-03 05:30:00,1220.6,1230.7,1212.55,1216.2,1622290,Information Technology
TECHM,2023-10-04 05:30:00,1210.0,1215.5,1186.05,1205.0,2340603,Information Technology
TECHM,2023-10-05 05:30:00,1214.0,1223.95,1199.5,1205.6,2497613,Information Technology
TECHM,2023-10-06 05:30:00,1207.0,1223.0,1205.0,1216.9,1446719,Information Technology
TECHM,2023-10-09 05:30:00,1203.25,1227.75,1202.15,1212.65,1451064,Information Technology
TECHM,2023-10-10 05:30:00,1215.2,1231.45,1213.0,1227.75,1503359,Information Technology
TECHM,2023-10-11 05:30:00,1230.1,1238.9,1222.0,1231.6,1622663,Information Technology
TECHM,2023-10-12 05:30:00,1232.0,1232.0,1189.3,1198.75,2452842,Information Technology
TECHM,2023-10-13 05:30:00,1187.0,1202.95,1180.0,1194.1,3266079,Information Technology
TECHM,2023-10-16 05:30:00,1195.3,1198.25,1180.8,1184.6,2638043,Information Technology
TECHM,2023-10-17 05:30:00,1190.0,1203.0,1188.45,1197.6,1163897,Information Technology
TECHM,2023-10-18 05:30:00,1200.0,1202.0,1178.05,1187.1,2337078,Information Technology
TECHM,2023-10-19 05:30:00,1170.55,1185.45,1167.8,1172.15,3107691,Information Technology
TECHM,2023-10-20 05:30:00,1170.0,1176.0,1148.4,1170.7,2962470,Information Technology
TECHM,2023-10-23 05:30:00,1164.1,1170.95,1151.55,1155.95,1203959,Information Technology
TECHM,2023-10-25 05:30:00,1162.0,1165.9,1136.5,1142.15,1555285,Information Technology
TECHM,2023-10-26 05:30:00,1100.05,1120.0,1098.15,1115.45,7099401,Information Technology
TECHM,2023-10-27 05:30:00,1119.95,1125.95,1114.05,1120.55,1382498,Information Technology
TECHM,2023-10-30 05:30:00,1120.55,1138.9,1115.5,1126.9,2255915,Information Technology
TECHM,2023-10-31 05:30:00,1126.9,1137.15,1115.55,1133.15,1194765,Information Technology
TECHM,2023-11-01 05:30:00,1130.95,1138.0,1119.95,1125.1,1288497,Information Technology
TECHM,2023-11-02 05:30:00,1125.0,1130.0,1113.8,1115.5,2493118,Information Technology
TECHM,2023-11-03 05:30:00,1124.0,1136.0,1116.0,1133.1,1108121,Information Technology
TECHM,2023-11-06 05:30:00,1137.5,1144.8,1134.35,1142.15,572330,Information Technology
TECHM,2023-11-07 05:30:00,1142.0,1150.3,1136.55,1149.0,902481,Information Technology
TECHM,2023-11-08 05:30:00,1151.75,1152.85,1137.05,1139.15,806162,Information Technology
TECHM,2023-11-09 05:30:00,1140.0,1141.0,1117.2,1123.95,6042108,Information Technology
TECHM,2023-11-10 05:30:00,1122.0,1139.75,1121.5,1138.15,706806,Information Technology
TECHM,2023-11-12 05:30:00,1146.0,1147.15,1140.0,1142.15,86328,Information Technology
TECHM,2023-11-13 05:30:00,1140.6,1142.15,1128.0,1131.35,435537,Information Technology
TECHM,2023-11-15 05:30:00,1145.0,1178.85,1143.5,1173.75,2816201,Information Technology
TECHM,2023-11-16 05:30:00,1175.0,1214.95,1167.4,1207.2,2294942,Information Technology
TECHM,2023-11-17 05:30:00,1212.2,1213.95,1198.0,1202.75,1176628,Information Technology
TECHM,2023-11-20 05:30:00,1204.9,1222.5,1202.75,1211.8,1077366,Information Technology
TECHM,2023-11-21 05:30:00,1219.95,1221.15,1200.4,1204.5,1129326,Information Technology
TECHM,2023-11-22 05:30:00,1205.0,1218.0,1204.0,1215.4,750622,Information Technology
TECHM,2023-11-23 05:30:00,1215.0,1220.9,1206.95,1210.9,651637,Information Technology
TECHM,2023-11-24 05:30:00,1212.05,1214.95,1195.1,1197.85,884921,Information Technology
TECHM,2023-11-28 05:30:00,1195.1,1209.0,1186.0,1202.4,910795,Information Technology
TECHM,2023-11-29 05:30:00,1207.0,1234.6,1206.65,1221.7,1898448,Information Technology
TECHM,2023-11-30 05:30:00,1222.0,1228.3,1208.7,1220.95,2978406,Information Technology
TECHM,2023-12-01 05:30:00,1226.8,1226.8,1211.55,1220.55,1017856,Information Technology
TECHM,2023-12-04 05:30:00,1238.0,1249.2,1218.0,1223.9,1581599,Information Technology
TECHM,2023-12-05 05:30:00,1224.0,1226.25,1208.85,1220.6,1499843,Information Technology
TECHM,2023-12-06 05:30:00,1223.0,1247.0,1218.65,1225.2,2637916,Information Technology
TECHM,2023-12-07 05:30:00,1226.0,1231.0,1220.1,1223.25,1076885,Information Technology
TECHM,2023-12-08 05:30:00,1230.0,1237.95,1217.25,1225.3,2642571,Information Technology
TECHM,2023-12-11 05:30:00,1231.0,1240.5,1225.3,1233.3,1558876,Information Technology
TECHM,2023-12-12 05:30:00,1237.95,1245.0,1218.65,1226.15,1114846,Information Technology
TECHM,2023-12-13 05:30:00,1226.0,1233.95,1197.05,1216.1,3025706,Information Technology
TECHM,2023-12-14 05:30:00,1235.0,1269.8,1230.15,1264.7,5287733,Information Technology
TECHM,2023-12-15 05:30:00,1270.0,1324.8,1262.5,1306.1,5900381,Information Technology
TECHM,2023-12-18 05:30:00,1305.0,1333.05,1286.45,1291.75,2671348,Information Technology
TECHM,2023-12-19 05:30:00,1300.0,1300.95,1269.2,1281.45,1717860,Information Technology
TECHM,2023-12-20 05:30:00,1291.0,1314.0,1238.2,1248.6,2860865,Information Technology
TECHM,2023-12-21 05:30:00,1232.0,1258.55,1226.0,1250.1,3337533,Information Technology
TECHM,2023-12-22 05:30:00,1260.0,1280.9,1242.5,1275.15,2297352,Information Technology
TECHM,2023-12-26 05:30:00,1275.0,1288.75,1260.55,1282.0,1720830,Information Technology
TECHM,2023-12-27 05:30:00,1287.9,1291.5,1267.25,1280.15,1584695,Information Technology
TECHM,2023-12-28 05:30:00,1285.0,1289.0,1270.55,1285.95,2284964,Information Technology
TECHM,2023-12-29 05:30:00,1285.95,1291.95,1268.1,1272.65,1187193,Information Technology
TECHM,2024-01-01 05:30:00,1273.0,1303.8,1265.25,1297.15,1776828,Information Technology
TECHM,2024-01-02 05:30:00,1298.0,1299.1,1272.85,1278.1,1615064,Information Technology
TECHM,2024-01-03 05:30:00,1265.0,1274.0,1240.0,1244.2,2231707,Information Technology
TECHM,2024-01-04 05:30:00,1250.1,1254.7,1231.7,1247.5,3355191,Information Technology
