ticker,date,open,high,low,close,volume,sector
COALINDIA,2023-10-03 05:30:00,297.05,297.1,290.1,291.9,9348540,Energy
COALINDIA,2023-10-04 05:30:00,290.8,291.5,285.9,287.95,6338888,Energy
COALINDIA,2023-10-05 05:30:00,288.8,290.55,283.9,289.35,8687014,Energy
COALINDIA,2023-10-06 05:30:00,290.95,291.0,287.0,287.8,3741467,Energy
COALINDIA,2023-10-09 05:30:00,286.05,288.95,283.05,287.8,4647845,Energy
COALINDIA,2023-10-10 05:30:00,288.25,303.9,287.8,303.25,23283411,Energy
COALINDIA,2023-10-11 05:30:00,304.55,305.0,299.45,301.85,12321154,Energy
COALINDIA,2023-10-12 05:30:00,302.55,309.1,301.9,307.2,15375295,Energy
COALINDIA,2023-10-13 05:30:00,305.0,310.85,304.45,307.95,9516879,Energy
COALINDIA,2023-10-16 05:30:00,307.85,313.65,306.55,312.0,10535107,Energy
COALINDIA,2023-10-17 05:30:00,313.0,318.35,312.1,317.4,7760527,Energy
COALINDIA,2023-10-18 05:30:00,317.35,319.75,315.25,316.95,9662837,Energy
COALINDIA,2023-10-19 05:30:00,315.3,315.7,308.85,314.8,8977527,Energy
COALINDIA,2023-10-20 05:30:00,312.5,316.7,309.6,312.4,6009115,Energy
COALINDIA,2023-10-23 05:30:00,312.55,312.85,305.0,306.1,8086150,Energy
COALINDIA,2023-10-25 05:30:00,306.1,312.7,305.0,310.3,7253336,Energy
COALINDIA,2023-10-26 05:30:00,309.15,309.15,302.9,305.25,8329092,Energy
COALINDIA,2023-10-27 05:30:00,306.0,317.15,306.0,313.95,10503070,Energy
COALINDIA,2023-10-30 05:30:00,315.0,315.8,311.95,314.55,6229982,Energy
COALINDIA,2023-10-31 05:30:00,316.75,316.8,310.75,314.25,7446586,Energy
COALINDIA,2023-11-01 05:30:00,313.2,315.8,305.85,306.65,9593653,Energy
COALINDIA,2023-11-02 05:30:00,308.95,312.8,307.3,308.85,7071960,Energy
COALINDIA,2023-11-03 05:30:00,310.6,314.7,310.3,312.0,4658440,Energy
COALINDIA,2023-11-06 05:30:00,313.2,319.55,313.0,316.55,10340818,Energy
COALINDIA,2023-11-07 05:30:00,316.5,318.8,313.65,314.25,6826885,Energy
COALINDIA,2023-11-08 05:30:00,316.0,318.15,314.55,317.4,6424833,Energy
COALINDIA,2023-11-09 05:30:00,318.45,324.5,315.7,323.55,15503280,Energy
COALINDIA,2023-11-10 05:30:00,324.45,326.15,321.55,323.4,8445203,Energy
COALINDIA,2023-11-12 05:30:00,330.0,336.7,328.25,331.8,10263484,Energy
COALINDIA,2023-11-13 05:30:00,333.0,350.0,330.3,349.35,42178783,Energy
COALINDIA,2023-11-15 05:30:00,359.0,359.0,348.6,350.6,35092206,Energy
COALINDIA,2023-11-16 05:30:00,353.0,354.5,344.85,345.8,17617280,Energy
COALINDIA,2023-11-17 05:30:00,348.0,348.55,342.3,345.25,13542916,Energy
COALINDIA,2023-11-20 05:30:00,348.0,352.4,343.95,347.75,19032608,Energy
COALINDIA,2023-11-21 05:30:00,335.0,338.5,328.85,334.2,15148068,Energy
COALINDIA,2023-11-22 05:30:00,335.8,337.9,330.0,332.15,7599447,Energy
COALINDIA,2023-11-23 05:30:00,332.5,336.05,330.0,334.45,6186567,Energy
COALINDIA,2023-11-24 05:30:00,335.35,337.45,332.1,332.8,7054445,Energy
COALINDIA,2023-11-28 05:30:00,334.8,342.5,333.3,341.95,10791886,Energy
COALINDIA,2023-11-29 05:30:00,343.0,345.0,338.1,342.35,14149513,Energy
COALINDIA,2023-11-30 05:30:00,345.0,345.0,338.05,342.15,11959336,Energy
COALINDIA,2023-12-01 05:30:00,343.8,351.1,342.45,346.65,15105221,Energy
COALINDIA,2023-12-04 05:30:00,351.1,360.0,350.65,354.7,22705896,Energy
COALINDIA,2023-12-05 05:30:00,355.7,356.45,350.0,355.55,15782945,Energy
COALINDIA,2023-12-06 05:30:00,355.8,362.5,349.45,352.15,14817158,Energy
COALINDIA,2023-12-07 05:30:00,353.8,353.8,348.4,351.95,8507659,Energy
COALINDIA,2023-12-08 05:30:00,352.0,358.4,346.9,351.0,13444251,Energy
COALINDIA,2023-12-11 05:30:00,351.0,358.6,351.0,353.65,11420609,Energy
COALINDIA,2023-12-12 05:30:00,354.15,354.6,345.15,347.5,8789103,Energy
