ticker,date,open,high,low,close,volume,sector
ULTRACEMCO,2023-10-03 05:30:00,8289.0,8377.0,8221.2,8304.9,454402,Materials
ULTRACEMCO,2023-10-04 05:30:00,8292.55,8292.55,8045.05,8120.85,884369,Materials
ULTRACEMCO,2023-10-05 05:30:00,8177.0,8208.8,8125.0,8177.45,310506,Materials
ULTRACEMCO,2023-10-06 05:30:00,8198.0,8239.65,8151.25,8195.45,158491,Materials
ULTRACEMCO,2023-10-09 05:30:00,8170.05,8199.85,8087.2,8110.1,152525,Materials
ULTRACEMCO,2023-10-10 05:30:00,8147.8,8186.35,8105.0,8158.3,187020,Materials
ULTRACEMCO,2023-10-11 05:30:00,8195.95,8390.0,8179.2,8343.0,439622,Materials
ULTRACEMCO,2023-10-12 05:30:00,8364.95,8385.0,8302.0,8351.75,177704,Materials
ULTRACEMCO,2023-10-13 05:30:00,8316.5,8417.0,8307.0,8369.0,285076,Materials
ULTRACEMCO,2023-10-16 05:30:00,8369.05,8455.0,8274.0,8292.2,363990,Materials
ULTRACEMCO,2023-10-17 05:30:00,8330.0,8332.0,8280.0,8301.4,205234,Materials
ULTRACEMCO,2023-10-18 05:30:00,8324.9,8349.85,8248.0,8278.3,322136,Materials
ULTRACEMCO,2023-10-19 05:30:00,8249.6,8538.0,8193.35,8518.55,837498,Materials
ULTRACEMCO,2023-10-20 05:30:00,8536.0,8648.35,8410.9,8461.05,539291,Materials
ULTRACEMCO,2023-10-23 05:30:00,8415.0,8523.6,8302.55,8325.25,217546,Materials
ULTRACEMCO,2023-10-25 05:30:00,8355.0,8398.5,8186.25,8256.35,255678,Materials
ULTRACEMCO,2023-10-26 05:30:00,8236.0,8236.0,8155.55,8205.3,637430,Materials
ULTRACEMCO,2023-10-27 05:30:00,8211.0,8270.0,8180.0,8210.15,227682,Materials
ULTRACEMCO,2023-10-30 05:30:00,8242.0,8416.3,8197.45,8401.6,244073,Materials
ULTRACEMCO,2023-10-31 05:30:00,8404.7,8452.1,8351.1,8422.25,218908,Materials
ULTRACEMCO,2023-11-01 05:30:00,8440.0,8445.0,8370.1,8381.45,209234,Materials
ULTRACEMCO,2023-11-02 05:30:00,8385.5,8473.2,8374.95,8459.0,200590,Materials
